store_id,product_id,forecast,current_stock,reorder_point,safety_stock,EOQ,order_qty,status
1,1,19,100,136.6071098469329,1.1174305564894091,594.3407689016935,594.3407689016935,Reorder Required
2,2,19,140,136.50293446577854,1.0672103714320957,594.2224168394745,0.0,Stock OK
1,2,19,126,137.0136027944497,1.0810460719906168,595.3113423345178,595.3113423345178,Reorder Required
2,5,19,120,137.5790719640675,1.3261637546011673,596.012412960713,596.012412960713,Reorder Required
3,5,20,143,162.56519071648196,15.77299596897297,618.6341584654789,618.6341584654789,Reorder Required
3,3,22,125,177.03001619196715,20.138289522673162,639.5616815684468,639.5616815684468,Reorder Required
1,3,22,73,177.11206314085325,20.071039820365126,639.8659095688843,639.8659095688843,Reorder Required
1,4,23,134,188.68914143560764,21.50612533446621,660.2045185120214,660.2045185120214,Reorder Required
3,1,23,70,189.0265276658843,21.17670641409082,661.5198126657422,661.5198126657422,Reorder Required
2,1,23,105,189.02892933815713,21.173727208982072,661.5304159790003,661.5304159790003,Reorder Required
2,3,23,92,188.6699879375943,21.619725882079223,659.9423440739946,659.9423440739946,Reorder Required
3,4,22,50,176.51787778151473,19.39232261659303,640.0380995087961,640.0380995087961,Reorder Required
1,5,21,65,161.87885504247566,14.876809594921763,619.0761930279501,619.0761930279501,Reorder Required
3,2,21,117,162.21424383830163,14.732818009665094,620.0847892912499,620.0847892912499,Reorder Required
2,4,19,135,141.26659808336404,2.2861096361962185,601.9484925948889,601.9484925948889,Reorder Required
2,2,19,119,140.29925864162186,2.1188518425408027,600.2133458890418,600.2133458890418,Reorder Required
3,5,19,136,141.10130106795376,2.269427153748089,601.6265689106317,601.6265689106317,Reorder Required
3,4,19,106,141.14344278108047,2.134774468847264,602.0095154324218,602.0095154324218,Reorder Required
2,5,19,115,140.77279038749379,2.229079794279132,601.001868112876,601.001868112876,Reorder Required
1,3,21,137,164.45021394127298,15.482721512161877,623.2010380551686,623.2010380551686,Reorder Required
1,5,22,124,178.11726118489418,19.356398737838305,643.360123509906,643.360123509906,Reorder Required
1,1,22,148,177.222868141123,19.81188781645731,640.6191637699477,640.6191637699477,Reorder Required
2,4,22,55,177.0374178227234,19.943961327709253,639.9727205161626,639.9727205161626,Reorder Required
1,2,22,147,176.37350369948084,20.29616012141611,637.8996249186725,637.8996249186725,Reorder Required
3,3,22,118,176.52808666387477,20.199734583718534,638.4123639895245,638.4123639895245,Reorder Required
1,4,23,124,186.5616522124814,21.286177595807338,656.4272793750708,656.4272793750708,Reorder Required
2,1,22,63,174.12597926218126,18.419063331909253,637.1421926660893,637.1421926660893,Reorder Required
2,3,20,63,159.177432987827,13.532001262358381,616.2129883396999,616.2129883396999,Reorder Required
3,2,20,149,159.11721449444892,13.554824657257859,616.0372918360355,616.0372918360355,Reorder Required
3,1,20,140,159.5713597352023,13.397312998633415,617.3302372708724,617.3302372708724,Reorder Required
2,2,20,64,160.1032092745932,13.208265465140713,618.8506310114061,618.8506310114061,Reorder Required
3,3,20,87,159.79600847341607,13.358984163495606,617.8852983773478,617.8852983773478,Reorder Required
1,4,19,101,139.05405314068193,2.575860473063197,596.5049414457092,596.5049414457092,Reorder Required
2,5,19,71,138.6531555823164,2.3956504804098238,596.0224669914232,596.0224669914232,Reorder Required
1,3,19,115,139.83372294650363,2.6711360304943432,597.9987113241215,597.9987113241215,Reorder Required
1,5,19,135,139.98314215010785,2.6469314782517195,598.3770723216226,598.3770723216226,Reorder Required
3,4,19,117,139.56139028476622,2.6170966949147947,597.5226663978995,597.5226663978995,Reorder Required
3,2,20,109,157.83754305144836,13.018041016224775,614.4632863777287,614.4632863777287,Reorder Required
1,1,20,81,157.999468685134,12.94576307073698,614.9599438131544,614.9599438131544,Reorder Required
3,5,22,104,173.6066736858608,17.592619076204123,637.7702784619727,637.7702784619727,Reorder Required
2,3,22,139,173.87926963827448,17.47111765854952,638.5752862684668,638.5752862684668,Reorder Required
3,1,22,147,173.11475635533094,17.981474396097457,635.9674739836499,635.9674739836499,Reorder Required
2,1,22,63,173.12752820962862,17.973284764814352,636.0104382418197,636.0104382418197,Reorder Required
1,2,22,54,173.27018358179836,17.88146191992978,636.4908449940974,636.4908449940974,Reorder Required
2,4,20,51,161.9496577868978,15.02161624118625,618.9203454644958,618.9203454644958,Reorder Required
1,1,21,54,162.25783512657407,14.910245355353194,619.803368972172,619.803368972172,Reorder Required
3,5,19,120,139.55626274256468,1.8455125704155266,599.1924554457466,599.1924554457466,Reorder Required
2,4,20,146,159.29506067339827,13.63880217949742,616.235891465701,616.235891465701,Reorder Required
1,3,20,90,159.38296847681102,13.591626684655406,616.5215773893817,616.5215773893817,Reorder Required
2,2,20,116,159.1810141947246,13.666941072585775,615.9350423170837,615.9350423170837,Reorder Required
3,2,22,120,174.01495677302472,18.7309839848176,636.2762768511333,636.2762768511333,Reorder Required
1,4,23,74,184.0615287948554,19.973027771955,654.0658708273451,654.0658708273451,Reorder Required
2,5,23,115,183.92528947162918,20.116486726124798,653.5081866473173,653.5081866473173,Reorder Required
3,3,24,86,193.6373854298361,20.52274780288845,671.8144021647427,671.8144021647427,Reorder Required
2,1,23,120,184.57682914058148,20.924753928678893,653.1954829492603,653.1954829492603,Reorder Required
3,4,23,110,184.8318881355277,20.644531526386253,654.2628630884456,654.2628630884456,Reorder Required
1,2,23,56,184.83653932406082,20.638982726369424,654.2831855121918,654.2831855121918,Reorder Required
1,5,22,90,172.62020432887718,18.11887892544152,634.6708020262721,634.6708020262721,Reorder Required
2,3,20,90,160.29497923847217,14.684755572162357,616.1385027399225,616.1385027399225,Reorder Required
3,1,22,130,173.20325984832974,18.502576961587852,635.0801369774458,635.0801369774458,Reorder Required
3,3,22,135,171.8596031806765,17.833645102878812,633.693677116251,633.693677116251,Reorder Required
1,4,22,56,172.11919915296477,17.638782204957817,634.627856002592,634.627856002592,Reorder Required
2,2,22,144,172.0951846148594,17.652967486404723,634.5493859643683,634.5493859643683,Reorder Required
1,2,22,109,171.98971762325428,17.733534034960677,634.1670972325329,634.1670972325329,Reorder Required
1,5,22,63,171.995072217084,17.73072459252615,634.1838787143431,634.1838787143431,Reorder Required
2,3,22,94,172.25407123890744,17.567245780377622,635.0516924537009,635.0516924537009,Reorder Required
3,2,20,58,158.86419766147358,13.571583131959493,615.4661665487658,615.4661665487658,Reorder Required
1,1,19,106,137.34897168849483,1.068687087818582,596.0722863596736,596.0722863596736,Reorder Required
2,4,19,58,137.12767048712644,1.2333412854055255,595.2276284787919,595.2276284787919,Reorder Required
3,4,20,122,160.55222398641456,15.051082127711455,615.9076738465332,615.9076738465332,Reorder Required
3,1,22,121,175.13602027493542,19.41426904312592,637.1725444695409,637.1725444695409,Reorder Required
3,5,22,109,174.8885153202118,19.55639465071355,636.3749122084675,636.3749122084675,Reorder Required
1,3,22,72,174.41996669117378,19.84219911605982,634.8277897245418,634.8277897245418,Reorder Required
2,5,22,118,174.77946954103305,19.635633279980027,635.9891072477149,635.9891072477149,Reorder Required
2,1,22,126,174.91146244327135,19.556570472582482,636.4215559859531,636.4215559859531,Reorder Required
2,4,22,147,175.2335325459256,19.339285867366975,637.5253498471027,637.5253498471027,Reorder Required
3,2,20,123,160.64148346465504,15.335178375213154,615.4951627850207,615.4951627850207,Reorder Required
2,3,19,109,136.68834862282463,1.5729839196673219,593.5192144961179,593.5192144961179,Reorder Required
2,5,19,96,137.00211311627672,1.6504568037833267,594.0379650809972,594.0379650809972,Reorder Required
1,5,19,58,137.21326059423046,1.543172323918476,594.7363294451457,594.7363294451457,Reorder Required
1,2,19,67,136.60560435646332,1.4043139172156687,593.7079068407136,593.7079068407136,Reorder Required
3,4,19,143,136.31482948915482,1.3338425391245314,593.2240015178622,0.0,Stock OK
3,1,19,108,136.04743381212987,1.2423749852159705,592.837284781677,592.837284781677,Reorder Required
3,3,19,124,135.97183304492376,0.7402112097254179,593.7745000650343,593.7745000650343,Reorder Required
1,1,20,57,160.1996772574739,14.961588663197414,615.350668532707,615.350668532707,Reorder Required
1,4,20,100,160.01345910740196,15.01407513941463,614.8447838294253,614.8447838294253,Reorder Required
2,1,21,109,172.4241145848919,18.50721679858837,633.4692894348932,633.4692894348932,Reorder Required
3,5,22,128,172.5869714461916,18.40689731185004,634.0106300316304,634.0106300316304,Reorder Required
1,3,22,114,172.7214709658381,18.324320441913567,634.4567977030906,634.4567977030906,Reorder Required
2,2,21,88,172.41043134954148,18.548770400786825,633.3556112727524,633.3556112727524,Reorder Required
3,1,22,143,172.82313415324802,18.29022401482766,634.7356716467742,634.7356716467742,Reorder Required
1,1,20,113,158.1757855957436,13.485918584215224,614.1882067249876,614.1882067249876,Reorder Required
3,2,20,55,157.98105790703517,13.561064782956795,613.615150971732,613.615150971732,Reorder Required
2,4,19,126,136.66620151062307,1.158141196369239,594.3810827521266,594.3810827521266,Reorder Required
2,3,20,65,157.38664254548863,13.351409173736782,612.7972175704352,612.7972175704352,Reorder Required
2,5,20,87,157.36715520464034,13.356481943610353,612.7449699057742,612.7449699057742,Reorder Required
1,3,20,114,157.81512101341855,13.175843326904374,614.0808250407251,614.0808250407251,Reorder Required
1,5,21,122,171.3606897924795,17.756520873134427,632.8254197054946,632.8254197054946,Reorder Required
2,1,21,85,171.5668186072265,17.630336343735376,633.5095896566673,633.5095896566673,Reorder Required
1,2,22,77,171.81108000366373,17.457372640496033,634.3675319760632,634.3675319760632,Reorder Required
2,2,22,104,172.12842500821517,17.25434096152446,635.435962138493,635.435962138493,Reorder Required
3,4,22,121,173.4714363230747,17.91188356943991,636.8406212090874,636.8406212090874,Reorder Required
3,5,23,53,184.72886801677703,19.749110238128736,655.8397647792955,655.8397647792955,Reorder Required
1,4,23,63,184.73529431255466,19.74114482814708,655.8683696433562,655.8683696433562,Reorder Required
3,3,23,85,185.94677607407286,20.254493410485544,657.2544798098123,657.2544798098123,Reorder Required
2,5,23,135,185.78133844750494,20.46122678743766,656.5159162248879,656.5159162248879,Reorder Required
2,4,23,71,185.8731684700966,20.35798980502326,656.9031251298549,656.9031251298549,Reorder Required
2,1,23,84,185.81387857254063,20.41998280778765,656.6624048612088,656.6624048612088,Reorder Required
2,2,22,119,175.0902846709144,18.9469368550428,638.0344927576583,638.0344927576583,Reorder Required
1,4,22,125,175.6726651144105,19.2324139620477,638.640809345533,638.640809345533,Reorder Required
1,1,22,144,175.3913868638437,19.438249897703034,637.6457536048487,637.6457536048487,Reorder Required
1,5,22,71,173.3968310292858,18.46400830633408,635.5564507572275,635.5564507572275,Reorder Required
1,3,22,76,173.47475041230334,18.40970611197497,635.8275887692683,635.8275887692683,Reorder Required
2,3,22,66,173.36279957658078,18.47420052175295,635.4657383987419,635.4657383987419,Reorder Required
1,2,22,105,173.50678872993603,18.400369269380022,635.9124103157545,635.9124103157545,Reorder Required
3,5,22,141,173.5816689417354,18.353761816911113,636.161401917564,636.161401917564,Reorder Required
3,2,20,51,158.28854789838311,13.936906065685616,613.4699274788954,613.4699274788954,Reorder Required
3,1,22,136,174.74238084333626,19.456184329564863,636.280832693993,636.280832693993,Reorder Required
3,3,20,145,162.7346396947988,16.203552647523146,618.0837135410404,618.0837135410404,Reorder Required
3,4,20,103,162.74571212134734,16.19979778074309,618.1149843003124,618.1149843003124,Reorder Required
1,5,22,75,173.8678676428616,19.00153303302956,635.4200642802518,635.4200642802518,Reorder Required
1,4,23,64,182.84533036688492,20.22312122930542,651.1369525421147,651.1369525421147,Reorder Required
2,5,24,70,191.3475988095305,20.248861530436095,667.8913465252812,667.8913465252812,Reorder Required
3,5,24,101,191.6890321897267,19.22310536473507,670.5544789368718,670.5544789368718,Reorder Required
2,1,22,77,179.35363288314306,18.845351065949146,646.8910421794151,646.8910421794151,Reorder Required
2,4,22,110,178.6444496111095,19.74629397067181,643.6382458269094,643.6382458269094,Reorder Required
2,2,22,105,178.56375909851533,19.814102146990678,643.3374186187575,643.3374186187575,Reorder Required
1,1,21,112,168.25409921470242,17.87357929369477,626.1497411685835,626.1497411685835,Reorder Required
3,2,20,142,156.44589579630096,14.107277672747154,609.1774056351796,609.1774056351796,Reorder Required
1,2,20,137,155.0898285065382,13.296486254927338,608.0094567041698,608.0094567041698,Reorder Required
2,3,21,59,169.76196595778853,18.712776785977116,627.5402892456453,627.5402892456453,Reorder Required
3,1,21,135,170.4763886126164,18.14940266217944,630.1890298718172,630.1890298718172,Reorder Required
3,4,21,64,171.29613932618665,17.42653304262235,633.3719641360663,633.3719641360663,Reorder Required
1,3,21,88,171.275925361314,17.441296855563696,633.2999707010823,633.2999707010823,Reorder Required
3,3,21,114,171.33194037029878,17.40742711793383,633.4849605674111,633.4849605674111,Reorder Required
1,1,21,60,171.1597632023636,17.512981750833905,632.9131921396056,632.9131921396056,Reorder Required
2,2,20,76,160.4342554171933,14.523456053268939,616.7741064130854,616.7741064130854,Reorder Required
2,3,20,110,159.15470115164052,13.751573349564557,615.7001916967481,615.7001916967481,Reorder Required
2,4,20,133,158.94477624994903,13.847333666346916,615.0526489834298,615.0526489834298,Reorder Required
3,4,20,70,158.64133700999966,13.95467709711116,614.1813998451476,614.1813998451476,Reorder Required
3,1,20,118,159.00993952023794,13.839762604170105,615.2067862246735,615.2067862246735,Reorder Required
1,4,20,79,158.75629015532076,13.92429679426401,614.4897859013125,614.4897859013125,Reorder Required
3,3,21,70,171.80008549726557,17.89674788052226,633.4413843110804,633.4413843110804,Reorder Required
1,3,21,130,171.30161678308218,18.19784267060824,631.7938042422938,631.7938042422938,Reorder Required
2,5,20,142,157.8519099184545,14.090664096448796,612.2141007676977,612.2141007676977,Reorder Required
3,2,21,135,170.83974551752908,17.858953852107764,631.5400052811877,631.5400052811877,Reorder Required
1,5,21,83,171.05109644856947,17.724625492376962,632.2531245983361,632.2531245983361,Reorder Required
1,2,23,120,183.52701144595733,20.469986884376443,652.0068687465593,652.0068687465593,Reorder Required
3,5,24,70,195.75432430028349,21.545018643076542,673.9351206844794,673.9351206844794,Reorder Required
2,1,23,67,187.070184976735,21.891909743365446,656.2342268046191,656.2342268046191,Reorder Required
1,1,23,78,187.34183482810076,21.57470424341326,657.4029133286034,657.4029133286034,Reorder Required
1,2,23,147,187.4117719589696,21.48569885093675,657.7180066847579,657.7180066847579,Reorder Required
2,1,23,140,187.98086921876424,21.6957640122361,658.4292097776711,658.4292097776711,Reorder Required
3,1,23,125,187.9292962947414,21.755401010654435,658.2089973051967,658.2089973051967,Reorder Required
2,2,22,137,175.36091625107704,20.495352834489285,635.4184821666435,635.4184821666435,Reorder Required
3,4,20,129,158.28602448125744,14.38492004346606,612.5118256572325,612.5118256572325,Reorder Required
1,5,21,118,172.81943731727398,19.166435127734538,632.9260044720975,632.9260044720975,Reorder Required
2,4,22,118,173.4184966481484,18.93096851374939,634.6424627246861,634.6424627246861,Reorder Required
3,2,23,108,183.58181805366175,20.218737528727694,652.6184861857923,652.6184861857923,Reorder Required
2,3,22,99,172.9299906103753,18.429108222667885,634.6698921009095,634.6698921009095,Reorder Required
1,3,22,51,172.8271128116469,18.498978635987434,634.3149790697482,634.3149790697482,Reorder Required
2,5,22,118,173.41624423823617,17.900261742020998,636.7514294735121,636.7514294735121,Reorder Required
1,4,23,100,184.73313815741787,19.69908479540411,655.9476758157675,655.9476758157675,Reorder Required
3,3,22,56,173.28884434101116,17.50831988435648,637.2927754330308,637.2927754330308,Reorder Required
3,5,22,118,172.51646694653854,17.933941617522663,634.8375593414811,634.8375593414811,Reorder Required
1,1,20,75,160.43260089319068,14.454752849962322,616.9157996250284,616.9157996250284,Reorder Required
2,1,20,68,160.55672230841495,14.423567894397348,617.243881883215,617.243881883215,Reorder Required
3,2,20,61,160.51065975766247,14.444970784166184,617.1013836323016,617.1013836323016,Reorder Required
1,2,22,76,174.77375287624676,18.81025896133349,637.6669264869471,637.6669264869471,Reorder Required
1,3,21,80,161.6969140269168,14.686758629904565,619.0932696862258,619.0932696862258,Reorder Required
2,5,20,51,161.5905483669308,14.715084193127982,618.809596976543,618.809596976543,Reorder Required
3,5,21,122,161.8093593194506,14.622974615661283,619.464229434731,619.464229434731,Reorder Required
3,4,21,146,161.86483934005975,14.603412415727894,619.6221246360047,619.6221246360047,Reorder Required
2,4,21,98,162.26880253316634,14.516176826546104,620.6546565805472,620.6546565805472,Reorder Required
3,1,21,90,162.36628599200043,14.462675273859071,620.9716919710913,620.9716919710913,Reorder Required
3,3,19,102,139.56657555922172,1.4736115180665186,600.0234035615471,600.0234035615471,Reorder Required
1,4,19,79,139.38703705450823,1.418902828990534,599.7521451894819,599.7521451894819,Reorder Required
2,2,20,75,160.8884611003599,13.914454423335666,619.0171497573152,619.0171497573152,Reorder Required
2,3,21,136,161.09966196755187,13.84121759729284,619.6158498569009,619.6158498569009,Reorder Required
1,5,21,112,161.11970455542166,13.833930647879452,619.673344111078,619.673344111078,Reorder Required
2,3,21,146,160.89771570350973,13.874489279687847,619.1207916109458,619.1207916109458,Reorder Required
1,2,21,54,161.783225025563,13.59768296595065,621.5632530262393,621.5632530262393,Reorder Required
3,1,21,120,161.62946209884714,13.686883252341621,621.0534902139757,621.0534902139757,Reorder Required
1,4,21,53,161.8252360542402,13.630045202595984,621.5834885932755,621.5834885932755,Reorder Required
2,5,19,73,140.55715722089806,1.9304120187371996,601.1819429779778,601.1819429779778,Reorder Required
1,3,21,104,160.63084344115614,13.361791443052795,619.6381661865698,619.6381661865698,Reorder Required
3,4,21,125,160.51003949211866,13.410527330088314,619.2813919555764,619.2813919555764,Reorder Required
3,3,20,92,160.01415941738355,13.566669171423731,617.9073782867886,617.9073782867886,Reorder Required
1,1,20,115,158.96887165230441,13.831733737250284,615.1367753771441,615.1367753771441,Reorder Required
1,5,22,50,174.19443504929743,18.74253102499521,636.6202331109313,636.6202331109313,Reorder Required
2,1,22,136,173.59513815279973,19.06829796508676,634.7232055252523,634.7232055252523,Reorder Required
3,5,22,52,173.9695297620348,18.84730048264829,635.9448184000158,635.9448184000158,Reorder Required
2,2,20,79,161.037036024623,15.511311134163105,615.9597017489854,615.9597017489854,Reorder Required
3,2,20,113,161.08862807227354,15.49703731483364,616.0990796157104,616.0990796157104,Reorder Required
2,4,20,98,161.26992637077694,15.44623848816439,616.5899660758215,616.5899660758215,Reorder Required
3,4,20,138,161.59701052083435,15.329733497351793,617.527073516221,617.527073516221,Reorder Required
2,1,19,103,137.31687844492674,1.32390952234942,595.4436140795768,595.4436140795768,Reorder Required
2,5,19,120,137.53950472137012,1.2713694568297904,596.0457159573609,596.0457159573609,Reorder Required
1,2,20,71,158.26743114420395,13.542220376641707,614.263216789956,614.263216789956,Reorder Required
2,4,20,57,158.96156524051983,13.274624790222639,616.3007919628118,616.3007919628118,Reorder Required
1,1,20,60,158.90354286722243,13.294668829047897,616.1356473092924,616.1356473092924,Reorder Required
1,4,22,53,173.76518820808792,18.396365626999327,636.4500891782332,636.4500891782332,Reorder Required
1,3,22,99,173.55217960256994,18.540690034890527,635.7177815677724,635.7177815677724,Reorder Required
3,5,23,108,183.706757893387,19.714594980311144,653.8738381111707,653.8738381111707,Reorder Required
3,3,23,134,183.81033416888022,19.59847365949916,654.3116835157172,654.3116835157172,Reorder Required
1,5,22,137,173.4210869045427,18.50345039025215,635.5253020011761,635.5253020011761,Reorder Required
2,3,22,121,173.31464423376428,18.55922391635106,635.1924816027694,635.1924816027694,Reorder Required
3,2,22,70,173.41275477923395,18.501605987718168,635.5119944293692,635.5119944293692,Reorder Required
3,1,20,100,157.5269217029263,13.772688308278141,612.19916920795,612.19916920795,Reorder Required
2,2,20,128,157.64775322402338,13.733968525663586,612.5388116852056,612.5388116852056,Reorder Required
1,5,19,101,136.82354996061358,2.1284400858546335,592.5954721410299,592.5954721410299,Reorder Required
1,3,19,129,137.21302445166327,2.2884362288975715,593.1000560090387,593.1000560090387,Reorder Required
2,1,19,98,137.6877427453016,2.242251268617162,594.2438435824486,594.2438435824486,Reorder Required
3,4,20,136,161.432939553953,15.980082989606492,615.8054693186482,615.8054693186482,Reorder Required
1,1,20,71,161.44764464113422,15.976685511208478,615.8437886487987,615.8437886487987,Reorder Required
1,2,22,73,173.39642660547025,18.375108691755724,635.7379347684176,635.7379347684176,Reorder Required
2,3,22,140,173.52010193094614,18.2949664161325,636.1557225290663,636.1557225290663,Reorder Required
3,1,22,106,173.85564586068662,18.033940353642414,637.3770049982256,637.3770049982256,Reorder Required
3,2,22,114,173.30181751292713,18.408139547557045,635.4761570066973,635.4761570066973,Reorder Required
3,5,23,130,186.59877443931373,21.146489728248632,656.7783052769174,656.7783052769174,Reorder Required
2,4,22,129,173.82751261259855,18.993649903286684,635.3534443177437,635.3534443177437,Reorder Required
2,5,22,51,173.75227294399622,19.03488646279247,635.1144220062092,635.1144220062092,Reorder Required
3,3,20,129,162.7200427962494,16.260151906185573,617.933538814614,617.933538814614,Reorder Required
2,2,20,101,162.6106380774587,16.2929052589459,617.6335742097597,617.6335742097597,Reorder Required
1,4,20,126,162.5893264109815,16.298979433356074,617.5757712148901,617.5757712148901,Reorder Required
1,2,20,148,162.88478475305612,16.181540908932654,618.4466947990695,618.4466947990695,Reorder Required
2,5,19,131,136.61662303574624,0.9063459685631654,594.8244106428253,594.8244106428253,Reorder Required
3,1,19,90,137.21093526308954,0.8408610299967976,596.2686181284815,596.2686181284815,Reorder Required
1,1,19,51,137.26929816532922,0.8551787581892423,596.3649025770696,596.3649025770696,Reorder Required
3,5,19,71,137.62622880670122,0.9818177635248042,596.8680760601206,596.8680760601206,Reorder Required
2,1,19,142,137.74670944477563,0.9777788520776427,597.1399672386866,0.0,Stock OK
1,3,19,122,138.11192624647637,1.070716372171695,597.7340641606505,597.7340641606505,Reorder Required
3,2,19,76,138.50022204333345,1.0817536452133134,598.5562449124312,598.5562449124312,Reorder Required
2,2,21,65,160.6530285399143,13.627679284994791,619.1252612588968,619.1252612588968,Reorder Required
3,3,20,117,160.484759728788,13.690375701521532,618.6387716473753,618.6387716473753,Reorder Required
1,4,21,63,160.79176759250043,13.595554966624844,619.4849105071348,619.4849105071348,Reorder Required
1,5,20,50,160.45563558672933,13.727397310230579,618.499376203185,618.499376203185,Reorder Required
2,3,22,91,173.49917834861716,17.673940774839497,637.3842287843834,637.3842287843834,Reorder Required
2,4,22,110,173.25124262100468,17.838079637391708,636.5409003188289,636.5409003188289,Reorder Required
3,4,23,85,183.81504886107487,19.59284013559681,654.332299724577,654.332299724577,Reorder Required
2,1,22,71,172.42193694081533,18.34424631770702,633.8000872144968,633.8000872144968,Reorder Required
2,5,22,142,172.56852872141977,18.26301036936152,634.2684999188394,634.2684999188394,Reorder Required
1,4,21,132,172.16592720460318,18.468503573319417,633.0174880534986,633.0174880534986,Reorder Required
3,3,23,76,187.67034167710665,22.23353253336738,656.7475887033054,656.7475887033054,Reorder Required
